value,occurrence_count,recipe_support,recipe_prevalence,occurrences_per_supporting_recipe,examples
inch thick bone in pork rib chops,1,1,2.085e-05,1.0,inch thick bone in pork rib chops
thinly savoy cabbage,1,1,2.085e-05,1.0,thinly savoy cabbage
thyme or a mixture of equal amounts thyme,1,1,2.085e-05,1.0,thyme or a mixture of equal amounts thyme
tomato puree or passata,1,1,2.085e-05,1.0,tomato puree or passata
coriander cilantro,1,1,2.085e-05,1.0,coriander cilantro
chicken stock broth,1,1,2.085e-05,1.0,chicken stock broth
silk original soymilk,1,1,2.085e-05,1.0,silk original soymilk
tender celery stalks,1,1,2.085e-05,1.0,tender celery stalks
day old coarse country bread,1,1,2.085e-05,1.0,day old coarse country bread
deveined large shrimp with tails intact,1,1,2.085e-05,1.0,deveined large shrimp with tails intact
ounce package chocolate wafer cookies,1,1,2.085e-05,1.0,ounce package chocolate wafer cookies
ounce package unsweetened raspberries,1,1,2.085e-05,1.0,ounce package unsweetened raspberries
partly skim ricotta,1,1,2.085e-05,1.0,partly skim ricotta
whole chicken breast,1,1,2.085e-05,1.0,whole chicken breast
crema pura or sour cream,1,1,2.085e-05,1.0,crema pura or sour cream
ground canela or regular cinnamon,1,1,2.085e-05,1.0,ground canela or regular cinnamon
canned no salt added red kidney beans,1,1,2.085e-05,1.0,canned no salt added red kidney beans
inches white corn tortillas,1,1,2.085e-05,1.0,inches white corn tortillas
beef oxtail,1,1,2.085e-05,1.0,beef oxtail
broth from oxtails,1,1,2.085e-05,1.0,broth from oxtails
bacon drippings or shortening,1,1,2.085e-05,1.0,bacon drippings or shortening
es browning sauce,1,1,2.085e-05,1.0,es browning sauce
aged gouda,1,1,2.085e-05,1.0,aged gouda
smoked flaked sea salt,1,1,2.085e-05,1.0,smoked flaked sea salt
candied pepitas,1,1,2.085e-05,1.0,candied pepitas
chicken sausage with mediterranean seasonings,1,1,2.085e-05,1.0,chicken sausage with mediterranean seasonings
oz can garbanzo beans,1,1,2.085e-05,1.0,oz can garbanzo beans
nondairy sour cream,1,1,2.085e-05,1.0,nondairy sour cream
c green chile sauce,1,1,2.085e-05,1.0,c green chile sauce
recipe for grain free tortillas,1,1,2.085e-05,1.0,recipe for grain free tortillas
garam masala spice just a sprinkle,1,1,2.085e-05,1.0,garam masala spice just a sprinkle
inch section of ginger,1,1,2.085e-05,1.0,inch section of ginger
handful of canned chickpeas or chickpeas,1,1,2.085e-05,1.0,handful of canned chickpeas or chickpeas
hot water to immerse and cover an inch above surface,1,1,2.085e-05,1.0,hot water to immerse and cover an inch above surface
small medium cabbage,1,1,2.085e-05,1.0,small medium cabbage
recipe whole wheat yeasted olive oil pie pastry,1,1,2.085e-05,1.0,recipe whole wheat yeasted olive oil pie pastry
unpeeled macoun or mcintosh apple cored,1,1,2.085e-05,1.0,unpeeled macoun or mcintosh apple cored
dill or chives,1,1,2.085e-05,1.0,dill or chives
promis spread stick,1,1,2.085e-05,1.0,promis spread stick
white or yellow miso paste,1,1,2.085e-05,1.0,white or yellow miso paste
white wine or mirin,1,1,2.085e-05,1.0,white wine or mirin
tuscan dinosaur lacinato kale stemmed and cut into extremely thin strips,1,1,2.085e-05,1.0,tuscan dinosaur lacinato kale stemmed and cut into extremely thin strips
sturdy,1,1,2.085e-05,1.0,sturdy
garnishes gourmet mixed baby salad greens grape tomatoes small,1,1,2.085e-05,1.0,garnishes gourmet mixed baby salad greens grape tomatoes small
sunflower oil for frying,1,1,2.085e-05,1.0,sunflower oil for frying
japanese sake,1,1,2.085e-05,1.0,japanese sake
sized shiitake mushrooms,1,1,2.085e-05,1.0,sized shiitake mushrooms
pepper beef jerky,1,1,2.085e-05,1.0,pepper beef jerky
pounded coriander powder,1,1,2.085e-05,1.0,pounded coriander powder
kastoori methi fenugreek leaves,1,1,2.085e-05,1.0,kastoori methi fenugreek leaves
turmeric or haldi,1,1,2.085e-05,1.0,turmeric or haldi
quick cooking polenta or yellow cornmeal,1,1,2.085e-05,1.0,quick cooking polenta or yellow cornmeal
fig vinaigrette,1,1,2.085e-05,1.0,fig vinaigrette
calf s liver,1,1,2.085e-05,1.0,calf s liver
egg whites plus shells,1,1,2.085e-05,1.0,egg whites plus shells
garnish celery leaves and tomatoes,1,1,2.085e-05,1.0,garnish celery leaves and tomatoes
cleaned medium squid,1,1,2.085e-05,1.0,cleaned medium squid
chard or spinach,1,1,2.085e-05,1.0,chard or spinach
fine polenta cornmeal,1,1,2.085e-05,1.0,fine polenta cornmeal
fo mahi mahi filets,1,1,2.085e-05,1.0,fo mahi mahi filets
chipotle lime crema,1,1,2.085e-05,1.0,chipotle lime crema
dry cilantro,1,1,2.085e-05,1.0,dry cilantro
organic baby romaine,1,1,2.085e-05,1.0,organic baby romaine
julienne cut salami,1,1,2.085e-05,1.0,julienne cut salami
organic spinach,1,1,2.085e-05,1.0,organic spinach
light mozzarella,1,1,2.085e-05,1.0,light mozzarella
tbs white onion,1,1,2.085e-05,1.0,tbs white onion
tbs small cilantro leaves,1,1,2.085e-05,1.0,tbs small cilantro leaves
tbs ripe tomato,1,1,2.085e-05,1.0,tbs ripe tomato
rose hips,1,1,2.085e-05,1.0,rose hips
filets of a white fish,1,1,2.085e-05,1.0,filets of a white fish
recipe vegan sour cream,1,1,2.085e-05,1.0,recipe vegan sour cream
daiya cheddar style shreds,1,1,2.085e-05,1.0,daiya cheddar style shreds
good quality salsa,1,1,2.085e-05,1.0,good quality salsa
plus 1 1 2 teaspoons confectioners sugar,1,1,2.085e-05,1.0,plus 1 1 2 teaspoons confectioners sugar
almond flavored liqueur,1,1,2.085e-05,1.0,almond flavored liqueur
diagonal slices baguette,1,1,2.085e-05,1.0,diagonal slices baguette
about 6 tablespoons extra virgin olive oil,1,1,2.085e-05,1.0,about 6 tablespoons extra virgin olive oil
marinated anchovies,1,1,2.085e-05,1.0,marinated anchovies
or 6 spring or green onions,1,1,2.085e-05,1.0,or 6 spring or green onions
spring or sugar snap peas,1,1,2.085e-05,1.0,spring or sugar snap peas
quarts light chicken or vegetable broth,1,1,2.085e-05,1.0,quarts light chicken or vegetable broth
chive leaves,1,1,2.085e-05,1.0,chive leaves
lovage leaves,1,1,2.085e-05,1.0,lovage leaves
or 2 medium white potatoes,1,1,2.085e-05,1.0,or 2 medium white potatoes
14oz green chili enchilada sauce,1,1,2.085e-05,1.0,14oz green chili enchilada sauce
sichuan pickled chillies,1,1,2.085e-05,1.0,sichuan pickled chillies
shortcakes,1,1,2.085e-05,1.0,shortcakes
to 15 ounce cans cream style corn,1,1,2.085e-05,1.0,to 15 ounce cans cream style corn
ounce package corn kernels,1,1,2.085e-05,1.0,ounce package corn kernels
progresso bread crumbs,1,1,2.085e-05,1.0,progresso bread crumbs
dry sea scallops,1,1,2.085e-05,1.0,dry sea scallops
pineapple chunks in natural juice,1,1,2.085e-05,1.0,pineapple chunks in natural juice
seedless black grapes,1,1,2.085e-05,1.0,seedless black grapes
size sweet potato,1,1,2.085e-05,1.0,size sweet potato
paula deens sweet and spicy chili sauce,1,1,2.085e-05,1.0,paula deens sweet and spicy chili sauce
hot fusilli,1,1,2.085e-05,1.0,hot fusilli
fried chicken breast tenders,1,1,2.085e-05,1.0,fried chicken breast tenders
southern france spice mix,1,1,2.085e-05,1.0,southern france spice mix
rock cornish game hens,1,1,2.085e-05,1.0,rock cornish game hens
knorr chicken flavor bouillon cubes,1,1,2.085e-05,1.0,knorr chicken flavor bouillon cubes
tomatoes with lime juice and cilantro,1,1,2.085e-05,1.0,tomatoes with lime juice and cilantro
fish heads and bones from nonoily fish,1,1,2.085e-05,1.0,fish heads and bones from nonoily fish
harissa sauce,1,1,2.085e-05,1.0,harissa sauce
green or red chile,1,1,2.085e-05,1.0,green or red chile
elbow macaroni or cavatappi pasta,1,1,2.085e-05,1.0,elbow macaroni or cavatappi pasta
achiote oil,1,1,2.085e-05,1.0,achiote oil
limes cut into 8 pieces each,1,1,2.085e-05,1.0,limes cut into 8 pieces each
each black and pinto beans,1,1,2.085e-05,1.0,each black and pinto beans
corn masa,1,1,2.085e-05,1.0,corn masa
rustic rolls,1,1,2.085e-05,1.0,rustic rolls
tb thyme leaves,1,1,2.085e-05,1.0,tb thyme leaves
lettuce or cabbage leaves to serve,1,1,2.085e-05,1.0,lettuce or cabbage leaves to serve
toasted pecan pieces,1,1,2.085e-05,1.0,toasted pecan pieces
whole egg plus 2 egg whites,1,1,2.085e-05,1.0,whole egg plus 2 egg whites
premium lump crab meat,1,1,2.085e-05,1.0,premium lump crab meat
italian sausages removed from the casing browned,1,1,2.085e-05,1.0,italian sausages removed from the casing browned
thinly prosciutto cut into small chunks,1,1,2.085e-05,1.0,thinly prosciutto cut into small chunks
soppressata cut in a 12 inch chunks,1,1,2.085e-05,1.0,soppressata cut in a 12 inch chunks
locatelli,1,1,2.085e-05,1.0,locatelli
icy water,1,1,2.085e-05,1.0,icy water
mozzarella cut in a 12 inch chunks,1,1,2.085e-05,1.0,mozzarella cut in a 12 inch chunks
cut sweet dry sausage,1,1,2.085e-05,1.0,cut sweet dry sausage
very cold butter,1,1,2.085e-05,1.0,very cold butter
canned borlotti beans,1,1,2.085e-05,1.0,canned borlotti beans
stick celery,1,1,2.085e-05,1.0,stick celery
a 14 ounce can tomatoes,1,1,2.085e-05,1.0,a 14 ounce can tomatoes
about 3 cups water or vegetable stock,1,1,2.085e-05,1.0,about 3 cups water or vegetable stock
deviled ham spread,1,1,2.085e-05,1.0,deviled ham spread
sandwich,1,1,2.085e-05,1.0,sandwich
tinned chickpeas,1,1,2.085e-05,1.0,tinned chickpeas
cm cube of ginger,1,1,2.085e-05,1.0,cm cube of ginger
roasted anaheim or new mexico chiles,1,1,2.085e-05,1.0,roasted anaheim or new mexico chiles
thinly salami,1,1,2.085e-05,1.0,thinly salami
dory,1,1,2.085e-05,1.0,dory
heaping teaspoon herbes de provence,1,1,2.085e-05,1.0,heaping teaspoon herbes de provence
regular or light sour cream,1,1,2.085e-05,1.0,regular or light sour cream
inch thick diagonal slices french bread baguette,1,1,2.085e-05,1.0,inch thick diagonal slices french bread baguette
heaping tablespoon shallot,1,1,2.085e-05,1.0,heaping tablespoon shallot
black beans or refried black beans,1,1,2.085e-05,1.0,black beans or refried black beans
a pinch of cumin,1,1,2.085e-05,1.0,a pinch of cumin
tortilla chips and veggie sticks for dipping,1,1,2.085e-05,1.0,tortilla chips and veggie sticks for dipping
mixed winter salad greens,1,1,2.085e-05,1.0,mixed winter salad greens
fully smoked turkey sausage,1,1,2.085e-05,1.0,fully smoked turkey sausage
thinly sundried tomatoes,1,1,2.085e-05,1.0,thinly sundried tomatoes
day old corn tortillas,1,1,2.085e-05,1.0,day old corn tortillas
red or green salsa,1,1,2.085e-05,1.0,red or green salsa
lager style beer,1,1,2.085e-05,1.0,lager style beer
to 1 1 2 tbsp sriracha hot chili sauce,1,1,2.085e-05,1.0,to 1 1 2 tbsp sriracha hot chili sauce
boston lettuce leaves or hearts of romaine,1,1,2.085e-05,1.0,boston lettuce leaves or hearts of romaine
pickled pearl onions,1,1,2.085e-05,1.0,pickled pearl onions
red gel paste food coloring,1,1,2.085e-05,1.0,red gel paste food coloring
maple syrup or honey,1,1,2.085e-05,1.0,maple syrup or honey
beef franks,1,1,2.085e-05,1.0,beef franks
whole pickled jalapenos,1,1,2.085e-05,1.0,whole pickled jalapenos
tbs ghee or olive oil,1,1,2.085e-05,1.0,tbs ghee or olive oil
butter and olive oil,1,1,2.085e-05,1.0,butter and olive oil
shell peas,1,1,2.085e-05,1.0,shell peas
thyme and rosemary,1,1,2.085e-05,1.0,thyme and rosemary
gluten free beef stock,1,1,2.085e-05,1.0,gluten free beef stock
pie crust dough disk,1,1,2.085e-05,1.0,pie crust dough disk
pippin apples or granny smith apples,1,1,2.085e-05,1.0,pippin apples or granny smith apples
and chilled lobster meat,1,1,2.085e-05,1.0,and chilled lobster meat
plus 4 teaspoons olive oil,1,1,2.085e-05,1.0,plus 4 teaspoons olive oil
seedless english cucumber,1,1,2.085e-05,1.0,seedless english cucumber
ounce can tomatoes in puree with basil,1,1,2.085e-05,1.0,ounce can tomatoes in puree with basil
sweet tart apples,1,1,2.085e-05,1.0,sweet tart apples
reduced sodium chicken broth or turkey stock,1,1,2.085e-05,1.0,reduced sodium chicken broth or turkey stock
gms chicken cleaned and well,1,1,2.085e-05,1.0,gms chicken cleaned and well
28 oz can brown lentils,1,1,2.085e-05,1.0,28 oz can brown lentils
10 5 oz small button mushrooms,1,1,2.085e-05,1.0,10 5 oz small button mushrooms
28 oz can tomatoes,1,1,2.085e-05,1.0,28 oz can tomatoes
cm 1 inch piece ginger,1,1,2.085e-05,1.0,cm 1 inch piece ginger
28 oz beef,1,1,2.085e-05,1.0,28 oz beef
14 oz can coconut cream,1,1,2.085e-05,1.0,14 oz can coconut cream
hatch chiles or 1 can green chiles,1,1,2.085e-05,1.0,hatch chiles or 1 can green chiles
chilli flakes or 2 tbsp hot sauce,1,1,2.085e-05,1.0,chilli flakes or 2 tbsp hot sauce
hots,1,1,2.085e-05,1.0,hots
raspberry ice cream,1,1,2.085e-05,1.0,raspberry ice cream
juice from 2 lemons,1,1,2.085e-05,1.0,juice from 2 lemons
shelled raw or roasted pistachios,1,1,2.085e-05,1.0,shelled raw or roasted pistachios
bread that fit your dishs the soup will go in,1,1,2.085e-05,1.0,bread that fit your dishs the soup will go in
herbs parsley,1,1,2.085e-05,1.0,herbs parsley
150g pad thai rice noodles,1,1,2.085e-05,1.0,150g pad thai rice noodles
150 g pad thai rice noodles,1,1,2.085e-05,1.0,150 g pad thai rice noodles
50g shrimp,1,1,2.085e-05,1.0,50g shrimp
80 g firm tofu,1,1,2.085e-05,1.0,80 g firm tofu
tamarind puree concentrate,1,1,2.085e-05,1.0,tamarind puree concentrate
150g bean sprouts,1,1,2.085e-05,1.0,150g bean sprouts
red shallot,1,1,2.085e-05,1.0,red shallot
80g firm tofu,1,1,2.085e-05,1.0,80g firm tofu
45g roasted peanuts,1,1,2.085e-05,1.0,45g roasted peanuts
cilantro leaves with stems,1,1,2.085e-05,1.0,cilantro leaves with stems
jasmine or white rice,1,1,2.085e-05,1.0,jasmine or white rice
green giant whole kernel sweet corn,1,1,2.085e-05,1.0,green giant whole kernel sweet corn
slivered romaine lettuce leaves,1,1,2.085e-05,1.0,slivered romaine lettuce leaves
plus 5 teaspoons kosher salt,1,1,2.085e-05,1.0,plus 5 teaspoons kosher salt
to three pound chickens,1,1,2.085e-05,1.0,to three pound chickens
ghee or lite olive oil,1,1,2.085e-05,1.0,ghee or lite olive oil
ground cashews,1,1,2.085e-05,1.0,ground cashews
a large handful of toasted almond flakes,1,1,2.085e-05,1.0,a large handful of toasted almond flakes
a pinch of red chilli powder,1,1,2.085e-05,1.0,a pinch of red chilli powder
chicken thighs skinned and flatted with a meat mallet,1,1,2.085e-05,1.0,chicken thighs skinned and flatted with a meat mallet
green cardamom pods lightly,1,1,2.085e-05,1.0,green cardamom pods lightly
inch piece of cassia bark or cinnamon stick,1,1,2.085e-05,1.0,inch piece of cassia bark or cinnamon stick
plain full fat yoghurt,1,1,2.085e-05,1.0,plain full fat yoghurt
eggs 6 egg yolks,1,1,2.085e-05,1.0,eggs 6 egg yolks
parsley and chives,1,1,2.085e-05,1.0,parsley and chives
basil or parsley,1,1,2.085e-05,1.0,basil or parsley
green gianttm antioxidant blend broccoli,1,1,2.085e-05,1.0,green gianttm antioxidant blend broccoli
progressotm artichoke hearts,1,1,2.085e-05,1.0,progressotm artichoke hearts
muir glentm organic fire roasted tomatoes,1,1,2.085e-05,1.0,muir glentm organic fire roasted tomatoes
es coarse salt and freshly ground pepper,1,1,2.085e-05,1.0,es coarse salt and freshly ground pepper
freshly ground white pepper or black pepper,1,1,2.085e-05,1.0,freshly ground white pepper or black pepper
eggless chinese wheat noodles,1,1,2.085e-05,1.0,eggless chinese wheat noodles
inch cubes chinese yellow rock sugar or 2 1 2 tablespoons sugar,1,1,2.085e-05,1.0,inch cubes chinese yellow rock sugar or 2 1 2 tablespoons sugar
white miso paste,1,1,2.085e-05,1.0,white miso paste
chickpea alfredo sauce,1,1,2.085e-05,1.0,chickpea alfredo sauce
dry chickpeas,1,1,2.085e-05,1.0,dry chickpeas
orange or lemon peel,1,1,2.085e-05,1.0,orange or lemon peel
brioche rolls,1,1,2.085e-05,1.0,brioche rolls
dill caper cream,1,1,2.085e-05,1.0,dill caper cream
pancetta or slab bacon,1,1,2.085e-05,1.0,pancetta or slab bacon
thinly 33 less sodium smoked deli ham,1,1,2.085e-05,1.0,thinly 33 less sodium smoked deli ham
no salt added kidney beans,1,1,2.085e-05,1.0,no salt added kidney beans
merlot or other fruity red wine,1,1,2.085e-05,1.0,merlot or other fruity red wine
chili pepper serrano,1,1,2.085e-05,1.0,chili pepper serrano
c pitted dates,1,1,2.085e-05,1.0,c pitted dates
sweet hot date onion chutney,1,1,2.085e-05,1.0,sweet hot date onion chutney
c almonds,1,1,2.085e-05,1.0,c almonds
dutch cocoa,1,1,2.085e-05,1.0,dutch cocoa
raw turkey italian sausages,1,1,2.085e-05,1.0,raw turkey italian sausages
box peas,1,1,2.085e-05,1.0,box peas
quarts fat skimmed chicken broth,1,1,2.085e-05,1.0,quarts fat skimmed chicken broth
banana or hubbard squash,1,1,2.085e-05,1.0,banana or hubbard squash
ounce jars roasted whole chestnuts,1,1,2.085e-05,1.0,ounce jars roasted whole chestnuts
corn bread stuffing mix,1,1,2.085e-05,1.0,corn bread stuffing mix
plus 1 tablespoon half and half or milk,1,1,2.085e-05,1.0,plus 1 tablespoon half and half or milk
about 5 tablespoons butter or margarine,1,1,2.085e-05,1.0,about 5 tablespoons butter or margarine
and turkey,1,1,2.085e-05,1.0,and turkey
curry dressing,1,1,2.085e-05,1.0,curry dressing
commercial harissa,1,1,2.085e-05,1.0,commercial harissa
plain coconut milk or other non dairy milk,1,1,2.085e-05,1.0,plain coconut milk or other non dairy milk
avocado and or cilantro for topping,1,1,2.085e-05,1.0,avocado and or cilantro for topping
trans fat free soft tub margarine,1,1,2.085e-05,1.0,trans fat free soft tub margarine
bittersweet chocolate morsels,1,1,2.085e-05,1.0,bittersweet chocolate morsels
plain quick cooking oats,1,1,2.085e-05,1.0,plain quick cooking oats
tomatoes with chiles,1,1,2.085e-05,1.0,tomatoes with chiles
cabot chipotle cheddar,1,1,2.085e-05,1.0,cabot chipotle cheddar
zest and 1 teaspoon juice from 1 lemon,1,1,2.085e-05,1.0,zest and 1 teaspoon juice from 1 lemon
risotto style rice,1,1,2.085e-05,1.0,risotto style rice
5 cups water,1,1,2.085e-05,1.0,5 cups water
e v olive oil,1,1,2.085e-05,1.0,e v olive oil
sage and,1,1,2.085e-05,1.0,sage and
ground mild or hot italian sausage,1,1,2.085e-05,1.0,ground mild or hot italian sausage
canned artichokes,1,1,2.085e-05,1.0,canned artichokes
polenta or grits,1,1,2.085e-05,1.0,polenta or grits
35 ounces tomato or pasta sauce,1,1,2.085e-05,1.0,35 ounces tomato or pasta sauce
instant oats or bread crumbs,1,1,2.085e-05,1.0,instant oats or bread crumbs
stems basil,1,1,2.085e-05,1.0,stems basil
garnishes toasted almonds,1,1,2.085e-05,1.0,garnishes toasted almonds
fire roasted green chilies,1,1,2.085e-05,1.0,fire roasted green chilies
onion or 1 2 large onion,1,1,2.085e-05,1.0,onion or 1 2 large onion
c pico de gallo,1,1,2.085e-05,1.0,c pico de gallo
carrot paste,1,1,2.085e-05,1.0,carrot paste
onion seeds,1,1,2.085e-05,1.0,onion seeds
chicken breasts cut as pictured,1,1,2.085e-05,1.0,chicken breasts cut as pictured
block cream coconut,1,1,2.085e-05,1.0,block cream coconut
mario s basic tomato sauce mario batali s basic tomato sauce,1,1,2.085e-05,1.0,mario s basic tomato sauce mario batali s basic tomato sauce
sage or 2 teaspoons sage,1,1,2.085e-05,1.0,sage or 2 teaspoons sage
thyme or 1 tablespoon thyme,1,1,2.085e-05,1.0,thyme or 1 tablespoon thyme
loaves italian or french bread,1,1,2.085e-05,1.0,loaves italian or french bread
plus 2 tablespoons plus 1 2 teaspoon all purpose flour,1,1,2.085e-05,1.0,plus 2 tablespoons plus 1 2 teaspoon all purpose flour
shaved almonds,1,1,2.085e-05,1.0,shaved almonds
seasoned chicken cubes,1,1,2.085e-05,1.0,seasoned chicken cubes
single pie crust,1,1,2.085e-05,1.0,single pie crust
slab bacon with rind removed,1,1,2.085e-05,1.0,slab bacon with rind removed
container 2 greek style plain yogurt,1,1,2.085e-05,1.0,container 2 greek style plain yogurt
red wine or 2 tablespoons balsamic vinegar,1,1,2.085e-05,1.0,red wine or 2 tablespoons balsamic vinegar
red pepper flakes or chiles,1,1,2.085e-05,1.0,red pepper flakes or chiles
handful cashew nuts,1,1,2.085e-05,1.0,handful cashew nuts
poppadoms and naan bread,1,1,2.085e-05,1.0,poppadoms and naan bread
roasted cashew nuts,1,1,2.085e-05,1.0,roasted cashew nuts
thumb sized piece ginger,1,1,2.085e-05,1.0,thumb sized piece ginger
handfuls peas,1,1,2.085e-05,1.0,handfuls peas
smoked local bluefish picked skinned and blood line removed,1,1,2.085e-05,1.0,smoked local bluefish picked skinned and blood line removed
high quality saffron,1,1,2.085e-05,1.0,high quality saffron
bouquet garni of bay leaf parsley thyme tarragon,1,1,2.085e-05,1.0,bouquet garni of bay leaf parsley thyme tarragon
corn starch mixed in with 3 tbsp of water to form a slurry,1,1,2.085e-05,1.0,corn starch mixed in with 3 tbsp of water to form a slurry
avocados or guacamole,1,1,2.085e-05,1.0,avocados or guacamole
ounce cans of red chile enchilada sauce,1,1,2.085e-05,1.0,ounce cans of red chile enchilada sauce
thinly iceberg lettuce seasoned with salt and vinegar,1,1,2.085e-05,1.0,thinly iceberg lettuce seasoned with salt and vinegar
l2 lbs top sirloin steak,1,1,2.085e-05,1.0,l2 lbs top sirloin steak
a very tiny pinch of sarso mustard seeds,1,1,2.085e-05,1.0,a very tiny pinch of sarso mustard seeds
a ver tiny pinch of jerra cumin seeds,1,1,2.085e-05,1.0,a ver tiny pinch of jerra cumin seeds
haldi tumeric,1,1,2.085e-05,1.0,haldi tumeric
brand mackerel with tomato sauce,1,1,2.085e-05,1.0,brand mackerel with tomato sauce
methi fenugreek seeds,1,1,2.085e-05,1.0,methi fenugreek seeds
roasted garlic extra virgin olive oil,1,1,2.085e-05,1.0,roasted garlic extra virgin olive oil
pike,1,1,2.085e-05,1.0,pike
peas in pods,1,1,2.085e-05,1.0,peas in pods
lb lump crabmeat,1,1,2.085e-05,1.0,lb lump crabmeat
edible cocoa butter,1,1,2.085e-05,1.0,edible cocoa butter
powdered milk or soymilk powder,1,1,2.085e-05,1.0,powdered milk or soymilk powder
pole beans,1,1,2.085e-05,1.0,pole beans
thinly shallot rings,1,1,2.085e-05,1.0,thinly shallot rings
thick bone in pork chops,1,1,2.085e-05,1.0,thick bone in pork chops
rhodes bread,1,1,2.085e-05,1.0,rhodes bread
tomatillos cut in 1 8ths,1,1,2.085e-05,1.0,tomatillos cut in 1 8ths
jalapeno peppers stems removed and,1,1,2.085e-05,1.0,jalapeno peppers stems removed and
serrano peppers stems removed and,1,1,2.085e-05,1.0,serrano peppers stems removed and
whole wheat panko,1,1,2.085e-05,1.0,whole wheat panko
batch arugula pesto,1,1,2.085e-05,1.0,batch arugula pesto
raw walnut halves,1,1,2.085e-05,1.0,raw walnut halves
cajun seasoning blend,1,1,2.085e-05,1.0,cajun seasoning blend
thinly brown onion,1,1,2.085e-05,1.0,thinly brown onion
pounds large idaho russet potatoes,1,1,2.085e-05,1.0,pounds large idaho russet potatoes
handful french beans,1,1,2.085e-05,1.0,handful french beans
handful okra,1,1,2.085e-05,1.0,handful okra
ground cumin seeds,1,1,2.085e-05,1.0,ground cumin seeds
agave syrup or honey or sugar,1,1,2.085e-05,1.0,agave syrup or honey or sugar
jalapeno chile including seeds,1,1,2.085e-05,1.0,jalapeno chile including seeds
x1 tablespoon of sesame oil,1,1,2.085e-05,1.0,x1 tablespoon of sesame oil
chilli or chilli powder,1,1,2.085e-05,1.0,chilli or chilli powder
boston or greenleaf lettuce,1,1,2.085e-05,1.0,boston or greenleaf lettuce
torn basil leaves and parmigiano reggiano to finish,1,1,2.085e-05,1.0,torn basil leaves and parmigiano reggiano to finish
kosher salt and freshly gound black pepper,1,1,2.085e-05,1.0,kosher salt and freshly gound black pepper
au jus gravy mix,1,1,2.085e-05,1.0,au jus gravy mix
mustard oil or olive oil,1,1,2.085e-05,1.0,mustard oil or olive oil
snipped flat leaf parsley,1,1,2.085e-05,1.0,snipped flat leaf parsley
snipped sage,1,1,2.085e-05,1.0,snipped sage
container refrigerated alfredo pasta sauce,1,1,2.085e-05,1.0,container refrigerated alfredo pasta sauce
ounce package smoked sausage,1,1,2.085e-05,1.0,ounce package smoked sausage
rozen broccoli,1,1,2.085e-05,1.0,rozen broccoli
extra virgin olive oil extra for greasing the pan and bowl,1,1,2.085e-05,1.0,extra virgin olive oil extra for greasing the pan and bowl
fully sweet italian sausage,1,1,2.085e-05,1.0,fully sweet italian sausage
generous pinches of salt,1,1,2.085e-05,1.0,generous pinches of salt
a jalapeno,1,1,2.085e-05,1.0,a jalapeno
kernels from 1 ear of corn,1,1,2.085e-05,1.0,kernels from 1 ear of corn
juice of 1 2 limes some zest,1,1,2.085e-05,1.0,juice of 1 2 limes some zest
low sodium veggie broth,1,1,2.085e-05,1.0,low sodium veggie broth
freshly ground veal,1,1,2.085e-05,1.0,freshly ground veal
the juice and zest of 1 lemon,1,1,2.085e-05,1.0,the juice and zest of 1 lemon
salt or vege sal,1,1,2.085e-05,1.0,salt or vege sal
olive oil or non stick spray for misting or brushing pan,1,1,2.085e-05,1.0,olive oil or non stick spray for misting or brushing pan
t easy guacamole,1,1,2.085e-05,1.0,t easy guacamole
well skirt steak,1,1,2.085e-05,1.0,well skirt steak
each small red bell pepper,1,1,2.085e-05,1.0,each small red bell pepper
thin onion wedges,1,1,2.085e-05,1.0,thin onion wedges
roasted sesame seed oil,1,1,2.085e-05,1.0,roasted sesame seed oil
chinese rice vinegar or distilled white vinegar,1,1,2.085e-05,1.0,chinese rice vinegar or distilled white vinegar
red chinese or arbol chilies,1,1,2.085e-05,1.0,red chinese or arbol chilies
proof vodka,1,1,2.085e-05,1.0,proof vodka
scallion bottoms,1,1,2.085e-05,1.0,scallion bottoms
lentil salad,1,1,2.085e-05,1.0,lentil salad
white or yellow corn kernels,1,1,2.085e-05,1.0,white or yellow corn kernels
clarified butter or peanut oil,1,1,2.085e-05,1.0,clarified butter or peanut oil
bottles club soda or plain seltzer,1,1,2.085e-05,1.0,bottles club soda or plain seltzer
firm but ripe unpeeled nectarines,1,1,2.085e-05,1.0,firm but ripe unpeeled nectarines
marinara or spaghetti sauce of your choice,1,1,2.085e-05,1.0,marinara or spaghetti sauce of your choice
multicolored tortilla chips,1,1,2.085e-05,1.0,multicolored tortilla chips
jar roasted red peppers and,1,1,2.085e-05,1.0,jar roasted red peppers and
drizzle of extra virgin olive oil,1,1,2.085e-05,1.0,drizzle of extra virgin olive oil
mexican raw chorizo,1,1,2.085e-05,1.0,mexican raw chorizo
thinly poblano chile,1,1,2.085e-05,1.0,thinly poblano chile
stew or chuck meat,1,1,2.085e-05,1.0,stew or chuck meat
ounce cans low sodium chicken broth,1,1,2.085e-05,1.0,ounce cans low sodium chicken broth
or pearl onions,1,1,2.085e-05,1.0,or pearl onions
whole carrot,1,1,2.085e-05,1.0,whole carrot
plus 1 4 teaspoon kosher salt,1,1,2.085e-05,1.0,plus 1 4 teaspoon kosher salt
johnsonville hot and spicy breakfast links,1,1,2.085e-05,1.0,johnsonville hot and spicy breakfast links
cherry compote,1,1,2.085e-05,1.0,cherry compote
